time,label,true_time,true_label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12
31,1,31,1,-0.30077,1.7775,1.2575,0.56048,-1.1423,0.09205,-0.32464,0.2695,-1.5979,0.71973,0.94282,-0.68336
1,2,1,2,-0.47286,1.011,0.63204,-0.93488,0.62436,-0.24051,-0.080769,1.2849,0.76802,1.3979,-1.0691,-0.46611
2,0,3,2,0.069226,0.29826,-0.46186,-1.1075,0.44072,1.1836,-0.82353,-1.2279,-1.1118,-1.1779,-0.49842,0.3886
3,1,3,1,-1.2821,-0.45446,-0.36394,0.67716,0.94156,0.32457,1.3847,-0.79711,-0.34994,0.96478,1.9139,-0.041706
2,1,2,1,0.76511,-0.87674,0.86101,0.29628,-0.44306,0.46147,0.52346,-1.0556,1.3359,0.39592,0.027394,-0.70365
14,1,14,1,-2.1034,2.2763,-1.8685,2.1681,-0.22392,0.051549,1.2978,-0.24215,1.4946,0.26896,1.1979,0.24404
7,0,13,2,0.73701,-0.096455,-1.0644,0.030198,0.59121,0.55953,0.084821,-0.30498,0.96017,-0.048271,-0.62143,-0.48331
6,2,6,2,-1.3219,-0.4479,0.24782,0.76458,3.1674,-0.97376,0.086694,0.085231,-1.3265,-0.25639,-0.76241,2.0364
13,0,52,1,1.1832,0.66026,0.066779,1.0234,-1.1405,-0.020557,-1.1852,-0.98925,-1.1812,-1.6084,0.36433,-0.92029
1,0,1,1,1.0641,0.94818,1.4793,-0.30604,1.0764,0.40951,-2.611,-1.7725,-1.1828,0.64923,-0.96898,0.040009
0,0,3,2,-0.56528,-0.80607,0.75097,0.21448,-0.4204,-0.078539,0.53757,1.7648,0.21483,0.054913,0.020303,1.0689
7,0,8,2,0.87199,0.68893,0.28057,0.58744,0.19389,-1.3325,0.25758,2.0743,-1.7912,-0.61528,1.7685,-1.0557
15,0,24,2,-1.1638,0.35886,0.91446,-1.6879,-1.0323,-0.77943,0.23247,0.70322,0.95851,-0.41707,-0.34573,-0.27606
57,0,74,1,-0.04733,-0.77444,-0.39812,-0.85176,0.63929,1.0818,-1.8976,0.90434,-0.18513,-1.4412,-0.0066213,0.5829
71,0,192,1,0.45407,-0.83417,-1.5407,-1.158,0.0081209,-0.19503,-0.16203,0.51768,1.6874,0.048838,-2.0496,1.6982
13,0,21,2,0.14296,0.83589,-0.74073,0.096566,0.63185,0.20225,0.067193,1.6184,-1.008,2.0174,-1.8305,1.1424
2,0,4,1,-0.16001,0.32157,0.032387,-0.69471,0.51856,1.1747,0.25244,-1.477,-0.1223,-1.2913,0.92659,0.25886
7,0,7,1,-0.30719,0.71636,-0.6557,1.4011,-1.0934,-2.8427,-1.2865,-0.14521,0.40263,-0.9253,-1.0208,-0.93128
4,1,4,1,-0.91032,-0.56055,-0.43869,1.2553,0.6233,-1.7624,-1.5408,-0.14328,-0.56059,-1.2817,1.3835,-0.98654
3,2,3,2,0.056025,-2.1981,1.2022,-0.03613,0.64769,0.10878,-0.86302,-0.28828,-0.39852,-0.90943,-0.94399,-0.51519
3,0,4,1,-0.45735,-0.48245,-1.2563,0.40272,0.55569,0.93594,1.9501,1.7305,-1.4197,1.3423,0.88017,-0.018726
30,0,49,1,0.47134,-0.19465,1.0759,0.37733,2.1248,1.6824,0.93958,-2.7013,0.11331,1.3654,-0.18973,-0.0034768
9,2,9,2,0.14733,0.7935,-1.4344,0.39687,0.30585,-0.42453,-1.3708,1.1157,-1.6852,0.95518,-2.1678,1.6993
5,0,13,1,-0.10426,1.4558,-0.77413,-0.30711,-0.63082,0.61008,-0.025741,0.055231,0.70063,-0.19479,0.57338,0.5282
7,1,7,1,0.32859,1.6572,0.64876,0.065881,-0.015468,-0.21416,0.40257,-1.2946,0.010571,-0.74727,0.72222,0.43327
38,1,38,1,-1.9669,1.5274,-0.6325,-0.91526,1.046,0.77576,-0.44631,-0.22174,0.41124,-1.8003,0.40155,-0.88582
1,1,1,1,-0.67882,0.55115,0.18162,-0.28644,-0.91294,-0.20112,0.65496,0.54145,1.2206,-1.1111,0.84043,0.84829
48,1,48,1,0.17255,-0.076018,-0.83777,-1.0089,-0.34594,-0.27778,-1.234,-0.86819,1.2228,-0.27439,0.28781,-0.066999
4,0,6,1,-0.039195,-1.3717,0.36785,0.79692,0.19617,-0.18861,1.5477,0.85427,0.49184,-0.37805,-1.1892,0.69417
6,0,22,1,-0.11778,1.543,-0.6306,-0.25738,-1.2765,0.8438,-1.1648,0.27822,-2.7843,0.084664,0.80897,2.1046
1,0,1,2,0.6628,-1.3459,0.32907,-0.029215,-0.15039,0.28058,0.49947,1.5084,0.41944,-0.10315,-0.042689,-0.56731
9,0,10,1,-0.20434,-0.36339,-0.59402,-0.19238,0.025762,-1.2341,-0.37848,-1.5757,-0.63915,-0.05681,-0.12985,0.11301
68,1,68,1,-1.7323,0.50793,-0.14072,1.1177,-0.97819,0.3781,-0.017115,0.57909,-0.15391,0.11992,-0.3773,1.3875
14,0,27,2,0.33004,1.4071,0.60001,-1.7863,0.18796,-1.0809,-0.40642,1.4873,-0.024835,1.4096,0.45446,-0.67306
18,0,18,1,-1.7876,0.54909,0.78285,-0.010974,0.25843,-0.0091009,-0.44147,-0.034977,-2.2236,0.53545,2.1283,0.83542
2,0,3,1,1.8733,0.23237,0.62115,-0.23609,-2.1579,-2.0536,-0.54193,0.24966,-1.3756,2.2259,-0.46701,1.0605
9,0,43,2,-1.5601,-0.20108,-1.1321,-0.46912,-0.82523,0.91165,-0.13241,-0.0076337,-2.3422,-0.041811,0.45625,0.0086907
2,0,9,1,-0.21307,-2.4947,0.052381,0.73731,-0.26731,-1.5257,0.77408,0.37507,0.72153,0.78182,-0.1597,-0.72331
6,0,9,2,-0.13217,-1.6135,0.47254,0.41857,0.41958,0.66536,-1.7396,-1.4842,-1.451,1.0183,-0.57157,0.45229
27,0,42,2,-0.36939,0.71434,0.97144,-1.5349,1.05,-0.78882,-0.50453,0.011827,1.8676,0.36142,2.0958,0.87495
0,1,0,1,1.0767,0.35353,-0.93755,1.2007,1.1437,-1.048,-1.4662,-1.7225,-0.82309,0.0026363,-1.1883,0.23715
10,0,11,1,0.69921,-1.8569,-1.3611,-0.41984,-0.49607,1.0003,0.20387,-0.87145,-2.1847,0.6768,-0.55364,-0.15696
1,0,1,2,0.025125,0.21319,1.6674,-0.92902,-0.14225,-0.11104,-1.4317,0.55217,-0.1566,-0.45046,-0.24946,0.19521
5,2,5,2,-0.26946,1.8136,-1.8535,0.81114,-1.1527,-0.38767,1.8268,-0.001494,0.89729,0.62856,-0.29613,0.033787
21,2,21,2,0.30465,-0.23577,1.9321,0.72684,0.26942,0.39867,1.7783,-1.0358,-0.7427,-0.43885,0.42827,0.35862
76,0,88,1,-0.4759,-0.62021,1.8072,0.19277,1.143,1.3898,-0.86727,1.1584,0.37707,-0.80278,0.71725,-0.0028638
37,0,91,2,0.50222,-0.63555,2.3206,-0.11069,-0.23065,1.3525,0.17957,1.344,0.36256,-1.4069,-0.23346,-0.90778
1,0,3,1,0.068126,1.2328,-0.40262,1.6141,0.18489,-1.2882,0.35207,0.43213,-0.051439,-1.2465,0.73209,-0.13184
66,1,66,1,1.6655,1.3625,-0.94546,1.745,0.53739,0.0086184,-0.22487,-0.92888,-0.062617,-1.4669,0.6615,0.79974
1,2,1,2,0.30342,-0.063283,1.9254,-1.0901,-1.6267,0.51544,0.48771,0.44465,-0.0022904,-0.40268,0.63159,-1.7738
7,0,7,2,-0.54327,0.28885,-0.68463,0.033326,0.30534,-1.3236,0.28787,0.066703,0.33358,-1.0259,-1.4067,1.3399
15,2,15,2,1.2111,-0.75101,-0.42497,-0.43259,0.54255,0.81349,-0.31595,0.31982,1.3275,1.0821,1.2437,-1.6667
4,2,4,2,0.45754,1.2453,0.32295,0.0010512,-0.21411,-0.81651,0.41313,-0.29588,-0.39342,1.4427,-0.95861,-0.33171
3,0,8,2,-1.7375,-0.88591,-0.52127,0.48578,0.12661,1.2999,0.8453,0.53543,-0.35049,0.29193,1.0358,0.69666
0,0,0,1,-1.5708,3.2198,0.93166,-0.51358,-0.5319,0.048959,-0.47597,0.42242,-1.2071,0.090141,0.72159,0.73419
24,1,24,1,0.61753,-1.2456,0.77335,-1.586,0.63568,-0.37347,-1.1008,0.89765,-1.7686,1.0843,-0.932,-0.67458
9,0,12,2,0.56203,0.13062,-0.0033057,0.84272,-0.58155,-1.0936,-1.802,-0.26255,-1.9609,-2.9174,0.89484,0.82322
4,1,4,1,1.5195,-0.84936,-0.08488,0.52936,1.1701,0.16469,1.2326,-1.324,-0.69741,-1.4343,2.066,-1.3097
15,0,41,1,1.2749,-0.27021,-0.19983,1.3912,0.26749,0.53027,-0.22731,-1.3656,1.2104,-0.55768,0.24849,-0.92303
3,2,3,2,0.70193,0.14532,0.1423,-0.5444,0.15029,1.2273,-0.040283,0.082308,0.28046,-0.019317,-0.76176,1.0573
57,1,57,1,-0.42312,1.4553,0.22817,-1.2532,1.8097,0.64663,0.58865,-0.23619,1.4755,0.9831,-0.75087,-0.8564
4,1,4,1,-1.0423,-0.77004,0.041382,0.80944,1.8988,1.9048,-0.50583,-0.076381,-0.22481,0.36666,0.75696,0.45734
1,1,1,1,-1.178,-0.93648,-0.19916,0.094039,-0.45859,1.19,-0.54298,1.3723,-0.66235,1.5229,1.6568,-0.20114
24,2,24,2,-1.2058,-0.52987,-1.3171,-1.1067,0.63808,1.115,-0.061149,-1.0911,1.2555,1.0685,-0.97593,-0.37955
42,1,42,1,0.3984,-1.0832,-0.45384,-0.47037,0.8798,-1.1197,-0.41755,1.0533,-0.68149,1.8381,0.30138,0.12169
7,0,26,1,-1.1256,-0.35995,0.23312,1.503,0.7573,0.15605,-0.56051,1.3202,-1.8755,-0.11288,-1.701,-0.55445
43,0,48,1,0.042757,-0.45216,-1.7141,-0.10905,0.061406,-0.19419,0.76328,-1.8736,-2.6784,-0.85307,0.54218,0.54638
20,2,20,2,1.9532,-1.0433,1.261,-0.65088,0.25912,0.53322,1.9163,1.4729,1.0467,1.2899,0.23014,0.8254
6,1,6,1,-1.3046,0.504,0.45279,0.46114,1.1289,2.08,-0.26187,1.2732,2.8525,0.45171,0.68362,-0.57305
1,0,5,2,-0.90292,-0.98176,-1.1571,0.40919,0.016448,-0.70988,-0.32539,-0.91281,-0.29465,0.12123,0.21614,-0.37267
6,0,12,2,-0.20613,0.76757,-0.68726,1.5077,0.20111,0.95753,-0.2839,-1.6926,-2.2899,-0.25021,0.25119,-1.1967
24,0,34,2,1.0915,2.2909,1.2599,1.2428,-0.094043,0.23351,0.24485,0.68914,1.8709,-1.0945,-1.637,-0.49427
36,0,60,2,-1.3524,-0.25932,-0.39138,-0.55461,-0.89344,-1.038,1.038,0.12959,-1.6393,-0.4644,-0.44011,0.86803
1,2,1,2,-0.20222,-1.1991,0.74796,-0.0064252,0.50241,-0.53277,0.49931,1.0094,-0.75571,-1.8146,1.6916,-1.5425
0,0,10,1,-1.3399,0.80189,-0.64197,-0.74102,1.7265,0.96897,-0.8391,0.71054,-0.65595,-0.37991,-0.90332,-1.3716
9,0,15,2,-0.81381,0.081538,1.619,-0.32647,1.6419,-1.0468,1.449,-0.58305,1.5465,0.060449,0.54536,-0.68074
17,0,29,2,0.47136,-0.10548,-1.1722,0.022132,1.2888,0.17938,-1.3879,-0.69809,-0.036229,-0.25535,0.076705,1.3258
117,0,132,2,0.14259,-0.14774,0.49384,1.3684,-1.8286,0.68046,0.080004,-0.20538,1.1709,1.1727,-1.4283,1.5584
40,1,40,1,-1.0287,-0.73959,-1.142,1.993,1.0205,0.37078,0.59886,-0.31636,1.0676,0.022961,0.20642,-0.37109
29,1,29,1,0.14129,-1.2933,-0.816,-0.98735,1.3481,-0.61145,-0.025209,-0.77146,-0.45775,2.3475,-1.3465,-0.25152
4,0,7,1,-0.60227,-0.72655,1.3978,-0.68973,-0.88373,0.053305,0.13279,0.61187,1.7059,1.5531,-0.90062,-0.80875
1,0,8,1,-0.21558,0.52028,-1.6814,0.21712,0.079527,-0.45421,1.1215,0.20109,-0.55325,-1.0741,0.11496,-1.7087
6,1,6,1,-1.6287,0.64138,1.361,-1.1637,0.026634,0.51294,0.75494,1.0976,-0.0099614,-0.11567,0.41746,0.56735
1,2,1,2,-1.0296,-0.30724,-0.35814,0.78582,-0.46984,-0.6481,-0.7566,1.649,-0.56737,-0.79575,0.92284,-0.69835
5,2,5,2,1.4872,-0.14185,-0.15019,0.9145,0.46535,1.6546,-1.0272,0.077884,-0.37484,-0.034321,-0.4131,-0.4291
1,1,1,1,1.0107,-0.3653,0.33602,-0.051705,0.087555,-1.0756,0.12879,-0.51898,-0.13956,-0.7525,1.8736,1.3206
6,0,17,2,-1.3641,0.76092,-0.18259,1.8853,0.67198,0.024623,0.72359,-0.31196,-0.4386,0.83867,-1.4444,1.4179
54,2,54,2,-0.24699,-0.41413,-1.1229,0.1515,0.97897,1.0901,-1.6604,0.31011,0.0437,-1.5219,0.7074,0.043658
39,2,39,2,-0.5859,0.41713,0.90351,0.87875,0.80515,-0.55857,-0.47847,0.44127,-0.51069,-0.19846,-0.76052,-0.97422
15,0,32,2,-0.13514,1.0149,0.71035,-0.44283,2.5065,0.13321,2.5335,-0.82714,0.94107,-0.7115,0.98123,1.1416
14,0,39,1,0.049409,2.0235,-0.34227,-1.2974,0.005386,0.35019,0.82722,-0.12735,0.87966,-1.111,0.38919,0.40548
5,2,5,2,0.40534,-0.31061,-0.94146,-0.010373,-0.10244,0.8859,-0.39727,1.3647,-0.91409,-0.21644,0.43704,-1.5912
71,1,71,1,-0.08148,0.85834,-0.88589,-0.78831,2.5775,-0.89707,0.44733,1.1779,1.0427,1.8023,-0.31745,1.1129
20,0,37,2,0.55619,0.089394,-0.84581,-1.1937,-0.2261,-0.56744,0.594,-0.87446,-0.1323,-0.056483,0.67872,0.44078
8,0,8,2,-1.1372,-0.25423,1.2303,-0.12642,-1.6075,0.20571,-0.56646,0.44423,0.013498,0.099291,-2.1197,1.0776
1,0,1,2,0.97148,-0.68155,0.0028434,-0.044681,0.68686,-0.15499,-0.089395,-0.24695,-0.15137,0.051556,0.81863,-0.036308
0,0,3,1,2.2849,0.96208,0.80988,-1.5626,-0.60912,-0.268,0.43181,-1.0437,0.11896,0.86906,-0.9036,0.30223
1,2,1,2,1.0688,0.46132,0.6702,-0.66359,-0.99005,1.6883,2.3257,-0.81382,-0.2966,1.7932,-1.9563,1.4672
0,1,0,1,0.18378,-0.58991,-1.2867,1.6168,-1.5192,-0.9076,0.41734,-0.25165,-1.0349,0.44158,0.88377,-0.24997
14,0,73,2,-0.54585,-0.11794,-0.49879,-1.4583,0.71733,0.4681,0.50151,-0.29922,0.70901,0.09114,0.88341,-0.26158
41,2,41,2,0.49708,2.5402,0.25925,1.4781,0.23527,0.63711,0.36521,-0.13812,0.80538,-0.11775,0.13368,0.17879
8,1,8,1,-0.0084641,-0.01114,-0.5498,0.84649,1.3599,1.7886,-0.52537,0.30649,-1.0875,1.3555,1.2018,-0.99429
7,0,8,1,-1.6244,0.64765,-0.52207,0.2281,0.40485,-0.7061,0.028918,-0.75627,0.046277,1.204,0.43159,1.2214
2,1,2,1,-0.80849,0.3185,-0.27129,0.68588,-0.92964,-2.14,-0.77604,0.9203,0.23825,-0.54901,0.63281,-0.28268
0,0,0,1,0.18097,-0.7412,1.1936,-0.70126,-0.94492,-0.28232,-0.055904,1.1055,-0.2345,-0.021655,0.33662,-0.30616
1,0,4,1,-0.34813,-0.49792,1.1774,1.393,1.336,0.65115,1.26,-1.197,1.2778,0.84728,0.64412,-1.6729
2,0,13,1,1.4529,1.1063,0.89895,-0.27914,1.1717,-0.084971,-0.077215,-1.897,0.81225,-0.64931,-0.13066,-0.96298
18,0,33,1,0.027178,2.4716,-0.41323,-0.61282,-0.464,2.2778,-1.2626,1.2644,-0.030235,-1.0201,2.2592,-0.007244
6,2,6,2,0.019194,-0.38145,-0.48965,1.8951,-0.134,-1.4631,-0.78312,1.4828,0.41033,-0.38325,-0.42185,-0.63809
2,0,7,2,0.41359,1.0787,1.6471,-0.30306,-0.76279,0.41533,0.57874,-0.47903,-0.1345,-1.4326,-0.5671,-1.2833
10,2,10,2,-0.039802,0.040744,-0.54585,0.42634,0.431,0.28385,-0.87174,1.4411,0.41562,-0.89827,2.2492,1.6338
5,2,5,2,0.35988,-1.4443,0.31047,-0.40743,0.92301,2.2257,1.0684,0.56859,0.45955,-0.5702,0.65946,0.56006
2,0,4,1,-0.37539,-0.46653,0.86906,0.29703,0.2726,1.0294,0.50843,0.86028,-1.5994,1.316,-1.6362,1.7032
29,0,29,2,-0.16897,1.7063,-1.2778,-0.84982,0.64229,-0.39058,1.5869,-0.18083,1.3317,-0.89793,-1.4439,0.24757
18,0,24,1,-0.12817,0.43311,1.3049,0.0078708,0.57745,-0.24892,0.20049,-0.42376,0.20664,0.48574,0.62903,-1.4287
1,2,1,2,1.2353,-1.9531,-0.66887,-0.11385,0.10397,-1.3654,-0.41086,0.85446,0.5368,0.10741,0.74585,1.3966
6,0,28,2,0.17179,-0.1641,1.2382,0.79275,0.97888,1.2129,0.38058,-0.17009,0.51171,-1.0501,-0.65718,-0.68012
4,0,5,1,-0.8408,-0.58739,0.26419,0.51312,-0.53023,-0.0094813,-0.67183,-0.65873,2.23,0.81314,0.88712,0.70401
24,0,39,1,0.82152,-0.67124,-1.7553,0.30127,0.17719,0.91956,0.67435,-0.25391,-0.051754,-1.1461,0.45369,-0.36077
3,0,3,2,0.096016,0.8248,-0.41109,1.6252,0.18352,0.79228,0.52283,-0.71643,-0.81983,-0.045423,0.93618,-0.62492
0,1,0,1,-2.9743,0.10729,-0.19941,-0.14225,0.22397,-1.1353,2.635,1.91,-1.2713,-0.53221,-0.67151,-1.1173
60,2,60,2,-1.5081,0.92436,0.65846,-1.3841,-0.039442,0.81979,0.55991,-2.2138,0.49043,2.3204,1.7295,0.77443
16,1,16,1,-0.862,-0.24795,-1.2941,-0.91479,1.0761,-0.43813,0.49093,0.012473,-0.54617,0.42787,-0.17648,0.94364
7,1,7,1,0.074851,-1.1296,0.59615,0.25376,-0.8796,-1.9882,0.54439,-0.050458,0.43295,0.9812,-0.72656,-0.33519
0,1,0,1,1.6678,1.0592,-0.30807,0.49243,-1.0766,-1.3298,-0.26131,0.15504,0.041568,-1.6579,0.10596,0.14071
7,2,7,2,-0.56297,-2.3212,1.5562,-2.0315,0.86092,-0.38081,0.30928,1.0206,-0.79108,1.0438,-1.355,-0.5231
1,0,2,1,-0.60832,0.19609,1.2987,-1.3277,-0.32781,1.3281,0.70923,-0.78077,1.9185,-1.0721,1.1734,-0.10521
17,2,17,2,-0.99554,1.2193,-0.37904,-0.78689,-1.4762,0.52528,0.2197,-0.10478,-0.12302,0.9561,-1.1181,0.077871
3,1,3,1,-0.033461,1.6221,-0.15289,0.076117,0.29689,0.35892,1.9724,0.227,-0.73627,1.1538,1.2673,0.38705
6,0,7,1,-1.2883,-0.44797,-0.1339,-0.44362,0.53316,-0.027397,0.84899,0.89245,0.45233,0.74915,1.0927,2.1467
56,0,64,2,-0.12838,1.467,-1.0767,-1.3089,-0.5863,-0.057918,0.56602,0.18353,-0.69597,3.6683,0.41431,0.098282
4,0,6,2,0.52703,-1.432,-0.16065,-0.55688,-0.47537,-1.044,0.74059,1.5068,0.23383,0.33382,-1.9515,0.48834
4,0,94,1,1.7389,-1.6601,-0.44499,2.0673,0.57366,0.36836,0.16197,-0.97255,1.5435,0.34555,-0.05438,-1.2187
52,2,52,2,-1.7909,-0.40315,0.82824,1.2739,-0.85648,-0.006193,0.58807,0.10464,1.4251,-0.21391,1.2177,0.5403
2,0,6,1,1.0121,0.19092,0.52891,-0.31923,0.30413,-0.089867,0.45452,0.42844,-0.53854,-0.66752,0.43682,1.5072
6,0,18,2,0.56158,0.22052,0.73414,0.2211,-0.6104,0.16605,0.34465,-1.7455,1.111,-0.33757,-1.1713,0.54474
5,0,12,1,0.43324,0.74247,-0.064034,0.4897,-0.013133,2.2759,-0.37813,-0.058594,0.39996,-0.38671,0.90053,0.42916
4,0,20,2,1.0702,-0.44631,0.10799,1.3971,-0.67773,0.24513,-0.35726,0.45491,-0.94013,-0.48448,0.31048,-1.0388
7,0,10,1,0.50978,0.43068,-0.25637,-0.8442,-0.65473,0.66635,-1.7363,-0.10116,1.1589,-0.42634,0.018442,1.7169
10,0,13,2,0.49835,-0.84737,0.95878,0.32975,-0.71896,-0.8191,1.6187,0.071652,-1.2064,-1.5611,0.3288,0.96315
0,1,0,1,0.36812,-1.52,-0.068163,-0.44252,-1.1853,-0.838,-0.30199,-0.8205,1.0986,0.045186,-1.1485,0.26698
1,0,1,1,-0.95221,0.73616,0.61094,-1.4674,-0.13615,0.50291,-0.01556,2.9599,0.75508,-0.55648,0.19386,0.32978
13,2,13,2,-0.77351,-0.66176,-1.402,-0.098107,0.057183,0.055789,-0.54921,0.64264,-0.33058,1.1606,0.5922,0.38416
2,1,2,1,0.28521,0.82885,-0.55637,0.34645,0.59284,0.79891,-0.78826,0.26524,0.47191,-0.3083,-0.16986,0.91729
0,1,0,1,-0.32328,0.29906,1.2094,0.67513,-0.59574,0.27013,-1.181,1.8332,1.4404,-1.7841,0.98603,2.1421
5,0,11,2,0.90603,0.8849,-1.5021,0.052582,-0.50071,1.1226,0.4601,0.50082,0.18911,-0.9427,0.94238,-0.84298
2,0,3,2,1.1836,-0.45296,-2.6848,1.2406,1.3254,-0.2396,0.75497,-0.60168,0.15407,-0.075491,1.0179,0.062543
0,0,9,1,0.62176,-0.30994,-0.47159,-0.84752,-0.37579,-0.38102,-0.84427,0.2042,-0.79618,0.51886,0.18336,0.64486
11,1,11,1,0.02424,-0.49159,-0.92631,-0.31984,0.73999,0.23495,2.5069,-0.087281,0.35205,-2.2447,2.6001,-1.5253
5,0,26,2,-1.7772,-0.2867,-0.8063,-0.00068336,-0.70459,0.9863,1.4643,-0.42746,-0.59485,0.28236,0.2801,-1.3654
2,0,29,1,1.0786,-0.25357,-0.33456,1.5244,-0.019681,0.021017,-1.3166,-0.34853,1.6082,-0.69126,0.068157,-0.18584
4,1,4,1,-0.2136,1.1932,-2.3041,1.7375,-0.071694,-0.34523,0.303,0.23001,2.5788,0.27499,0.73119,0.26771
100,2,100,2,0.89357,-0.18828,0.73915,0.72668,-2.4061,-1.106,-0.77445,0.57192,0.32734,-2.2904,0.14246,1.9072
4,0,6,2,-1.5396,0.42305,0.61723,0.21207,-0.35452,-0.21768,2.3891,1.3377,0.063383,0.54389,0.56736,0.084604
19,1,19,1,-1.4687,1.6633,-0.47747,-0.24143,1.7614,-0.55564,-1.8934,-1.1034,0.25317,-0.64882,0.12743,-2.5668
3,0,3,1,0.26538,0.1467,-0.19802,0.24341,1.921,0.97269,1.5072,-0.91466,1.4198,-0.77633,0.56386,-0.85691
8,0,9,2,-0.0066844,1.91,-0.48346,0.34418,1.6601,-0.13529,0.73875,-0.18413,-0.55586,0.21528,0.027981,1.3216
59,2,59,2,0.66171,0.59335,-1.4869,-0.22887,-0.12422,-1.167,-1.2894,0.11514,0.57319,0.91495,-0.8473,-0.91816
5,0,8,2,-0.57533,-1.2912,-2.0666,1.0093,0.43554,-1.0782,-1.2337,-1.6358,0.041634,0.086306,0.32033,0.51977
4,0,33,2,-0.34125,1.7005,0.10972,-1.3243,0.076187,0.2972,0.14602,1.1655,-1.1179,-0.27465,0.82827,0.27759
4,2,4,2,1.1086,-0.51951,-1.5734,0.44199,1.17,-0.049388,-0.061111,0.23767,0.2271,0.87472,1.2992,0.83322
14,1,14,1,0.54914,0.15253,0.284,0.57585,2.0893,1.5502,1.8784,0.024134,-0.34048,1.2136,-0.18264,0.70811
19,2,19,2,0.077552,-1.2856,0.25651,-0.89152,0.7391,-0.51008,-1.1767,0.0086857,-0.60173,0.80242,-1.0848,-0.37413
78,2,78,2,-0.074821,0.33757,1.0438,0.78439,-0.17064,-0.27243,1.4614,-1.9669,0.11834,0.75124,0.81112,0.69819
44,2,44,2,-1.8755,0.010146,0.83767,0.92585,-0.87414,1.5349,-2.3109,1.2937,1.2044,0.42921,0.2015,-0.45035
4,0,5,1,-1.316,-0.61649,1.06,-1.255,0.05194,0.744,0.18109,-0.53561,0.07665,1.6744,1.5348,1.2456
34,0,39,2,-0.22963,0.059366,0.08705,-1.1672,0.39563,-1.1787,1.6096,0.20301,0.33437,-1.1442,-1.3821,0.74379
12,0,34,1,0.10147,-1.4175,0.14015,-1.248,0.76438,0.75334,0.55299,0.9361,0.63192,1.3773,0.034105,0.73509
1,0,14,1,0.58009,1.358,-0.071217,0.36749,0.88383,-0.29254,1.8614,-0.32492,3.1257,0.4064,-0.68279,-0.32934
65,2,65,2,-1.3569,1.7084,0.69936,-1.7164,-0.038402,-1.4306,-1.5713,-0.9321,0.69264,-0.39545,-0.14224,-0.68802
116,1,116,1,0.59032,-0.89799,1.1895,0.61807,1.4153,-0.83685,-0.12741,-0.082613,-1.4135,-0.049506,-0.46547,1.0358
11,2,11,2,-0.31741,3.1535,0.39803,-1.296,1.4392,-1.4858,-0.58285,1.598,-1.0306,-0.26715,1.1907,0.41765
1,0,2,2,1.8876,0.033056,0.95233,-0.4379,-0.1905,-1.118,-0.24219,0.90627,0.53992,0.18671,0.71481,0.64177
38,1,38,1,-1.422,-0.44193,2.66,-0.63531,-0.79941,-0.28813,-0.30631,-0.23655,0.54003,0.90516,1.2983,1.3218
6,0,7,1,2.249,-0.41396,-0.79865,-0.47092,-1.1132,1.6066,0.17862,-0.46362,-0.26789,-0.87411,-0.95843,0.82153
129,1,129,1,-0.45557,1.3267,-1.7647,0.38655,0.075665,0.35466,-0.21736,-0.20144,-0.42908,-0.016722,1.3005,0.068529
15,2,15,2,0.79591,-0.80278,-0.43567,-1.0171,-1.7045,-1.4399,0.46143,-1.4449,-0.82002,0.51452,0.42611,-1.4817
0,1,0,1,-0.28665,2.1815,-0.07023,-0.61586,-0.16316,-0.53714,-1.3062,-0.85898,0.86544,1.5717,1.5069,-1.4666
0,0,7,1,0.082943,0.60968,0.97924,0.067286,0.37821,-1.0588,-0.57429,0.50771,-1.7444,-1.0156,1.455,0.041054
1,0,5,1,-0.42495,-1.2309,0.36071,-1.287,-0.42606,-0.57433,-0.78635,-1.1602,-0.29575,-0.009947,2.184,-2.0397
11,0,12,1,-2.4756,-0.0076809,2.5095,-0.10814,0.0044105,1.4073,1.1161,-1.3981,0.77203,2.1647,1.6623,0.41545
12,2,12,2,0.056023,1.6411,-0.86992,0.16454,0.79372,0.21938,-0.36866,2.2197,-0.1219,1.7038,-2.6129,1.4988
27,1,27,1,-2.0134,0.008966,1.1634,-1.4862,0.42334,0.25053,-0.16169,0.76289,1.9915,0.86425,0.18418,0.75619
0,0,3,1,-0.097802,-1.0589,0.75027,-1.0623,-0.98657,1.2635,0.58741,-0.25751,-0.5051,0.0038464,-0.46914,-0.27399
8,1,8,1,-0.66323,1.3735,0.46107,-1.4467,0.28709,0.50159,-1.2552,0.15165,0.79962,0.44332,1.1268,-0.99852
23,2,23,2,0.043166,0.26382,0.27228,0.34358,-1.2795,-0.40417,0.26003,1.3166,-0.76899,0.060019,0.38804,-0.12182
8,0,17,1,-0.30911,-0.88041,0.17433,-0.91112,1.0991,0.23555,0.42176,-1.7645,-0.75334,-0.15674,0.52372,1.0787
0,0,1,1,-1.5714,0.38106,-0.68027,0.031433,-0.86276,0.79012,0.58304,-0.42502,0.92628,1.0806,-0.84573,0.2827
1,0,1,1,-0.86259,0.97802,0.40945,1.187,0.028769,-0.70079,0.023854,0.67783,-0.060768,0.26965,-1.4081,0.47591
